note,accord,p,lift
Pine Tree,green,0.5219,2.3141
Pine Tree Needles,woody,0.9605,1.5562
Pine Tree Needles,aromatic,0.9211,2.2253
Pine Tree Needles,fresh spicy,0.7237,2.0198
Pine Tree Needles,green,0.5921,2.6253
Pine needles,woody,0.9856,1.5968
Pine needles,aromatic,0.9568,2.3117
Pine needles,fresh spicy,0.6043,1.6866
Pineapple,sweet,0.8579,1.8669
Pineapple,fruity,0.8197,2.5021
Pineapple,woody,0.6327,1.0251
Pineapple,citrus,0.5138,1.1304
Pineapple Leaf,sweet,0.873,1.8998
Pineapple Leaf,fruity,0.8413,2.5679
Pineapple Leaf,fresh,0.5873,2.3144
Pineapple Leaf,woody,0.5873,0.9515
Pineapple Leaf,citrus,0.5079,1.1174
Pink Freesia,floral,0.9531,2.6992
Pink Freesia,fruity,0.7188,2.1939
Pink Freesia,sweet,0.7031,1.5301
Pink Freesia,powdery,0.6094,1.2784
Pink Grapefruit,citrus,0.8604,1.8929
Pink Grapefruit,woody,0.6016,0.9747
Pink Jasmine,white floral,0.8627,2.8818
Pink Jasmine,fruity,0.7451,2.2743
Pink Jasmine,sweet,0.7059,1.5361
Pink Jasmine,floral,0.6667,1.888
Pink Jasmine,woody,0.5294,0.8577
Pink Lotus,floral,0.8198,2.3217
Pink Lotus,woody,0.5676,0.9195
Pink Peony,floral,0.9554,2.7055
Pink Peony,fresh,0.8705,3.4306
Pink Peony,fruity,0.6652,2.0304
Pink Peony,rose,0.6071,3.1268
Pink Peony,sweet,0.5357,1.1658
Pink Pepper,woody,0.7047,1.1417
Pink Pepper,sweet,0.5076,1.1045
Pink Rose,rose,0.8384,4.3178
Pink Rose,floral,0.697,1.9738
Pink Rose,powdery,0.5859,1.2291
Pink Rose,fruity,0.5455,1.6649
Pink Rose,woody,0.5152,0.8346
Pistachio,woody,0.8496,1.3764
Pistachio,sweet,0.8103,1.7633
Pistachio,vanilla,0.5949,2.2707
Pistachio,nutty,0.5641,20.5643
Pitahaya,fruity,0.9098,2.7772
Pitahaya,tropical,0.8115,16.4401
Pitahaya,floral,0.8115,2.2981
Pitahaya,fresh,0.6557,2.5841
Pitahaya,sweet,0.5082,1.1059
Pitosporum,white floral,0.8667,2.8949
Pitosporum,citrus,0.6833,1.5033
Pitosporum,aromatic,0.65,1.5704
Pitosporum,floral,0.5667,1.6048
Pitosporum,musky,0.5167,1.6563
Piña Colada,sweet,0.9455,2.0575
Piña Colada,fruity,0.9273,2.8304
Piña Colada,coconut,0.8,32.2863
Piña Colada,citrus,0.5818,1.28
Plum,fruity,0.8655,2.6419
Plum,sweet,0.8217,1.7881
Plum,woody,0.6362,1.0307
Plum,powdery,0.5506,1.1552
Plum Blossom,floral,0.9231,2.6141
Plum Blossom,fresh,0.7633,3.0081
Plum Blossom,fruity,0.7337,2.2396
Plum Blossom,sweet,0.5858,1.2748
Plumeria,floral,0.8429,2.3869
Plumeria,sweet,0.5714,1.2435
Plumeria,woody,0.5571,0.9026
Plumeria,fruity,0.5286,1.6134
Plumeria,citrus,0.5,1.1
Pomegranate,woody,0.9137,1.4804
Pomegranate,fruity,0.7934,2.4218
Pomegranate,sweet,0.681,1.4821
Pomegranate,fresh spicy,0.5414,1.5111
Pomegranate,floral,0.538,1.5237
Pomelo,citrus,0.8775,1.9305
Pomelo,woody,0.6527,1.0574
Pomelo,aromatic,0.6174,1.4918
Pomelo,fresh spicy,0.599,1.6717
Pomelo,sweet,0.5789,1.2597
Popcorn,sweet,0.8818,1.919
Popcorn,woody,0.6818,1.1046
Popcorn,powdery,0.5545,1.1634
Popcorn,vanilla,0.5182,1.978
Poppy,floral,0.8205,2.3237
Poppy,sweet,0.7179,1.5624
Poppy,fresh spicy,0.641,1.7891
Poppy,powdery,0.609,1.2776
Poppy,woody,0.5192,0.8412
Powdery Notes,powdery,0.9517,1.9965
Powdery Notes,sweet,0.533,1.1598
Praline,sweet,0.9469,2.0605
Praline,woody,0.5943,0.9628
Praline,vanilla,0.5351,2.0427
Praline,powdery,0.5152,1.081
Precious Woods,woody,0.8481,1.374
Priprioca,aromatic,0.8654,2.0908
Priprioca,woody,0.6538,1.0593
Priprioca,earthy,0.5,3.4629
Priprioca,citrus,0.5,1.1
Pumpkin,sweet,0.9724,2.1161
Pumpkin,fruity,0.6552,1.9998
Pumpkin,warm spicy,0.6207,1.8069
Pumpkin,vanilla,0.5034,1.9218
Quince,sweet,0.8657,1.8838
Quince,fruity,0.8299,2.533
Quince,floral,0.7403,2.0965
Quince,woody,0.5881,0.9527
Quince,powdery,0.5284,1.1085
Rain Notes,aquatic,0.9057,13.4675
Rain Notes,ozonic,0.7925,18.0973
Rain Notes,woody,0.5472,0.8865
Raisin,sweet,0.8594,1.8701
Raisin,fruity,0.7188,2.1939
Raisin,woody,0.6875,1.1138
Raisin,amber,0.5938,1.7224
Raisin,warm spicy,0.5469,1.592
Raspberry,fruity,0.868,2.6496
Raspberry,sweet,0.8571,1.8652
Raspberry,woody,0.5505,0.8919
Raspberry,powdery,0.5271,1.1057
Raspberry Leaf,sweet,0.8571,1.8653
Raspberry Leaf,fruity,0.8265,2.5229
Raspberry Leaf,woody,0.602,0.9754
Raspberry Leaf,rose,0.5306,2.7327
Raspberry Leaf,floral,0.5102,1.4449
Red Apple,fruity,0.8566,2.6147
Red Apple,sweet,0.7632,1.6609
Red Apple,woody,0.5745,0.9308
Red Apple,powdery,0.5396,1.1321
Red Apple,fresh,0.5236,2.0633
Red Berries,fruity,0.8631,2.6346
Red Berries,sweet,0.8245,1.7942
Red Berries,woody,0.5481,0.888
Red Berries,fresh,0.5416,2.1343
Red Cedar,aromatic,0.9189,2.2201
Red Cedar,woody,0.8829,1.4304
Red Cedar,fresh spicy,0.8378,2.3383
Red Cedar,citrus,0.5315,1.1694
Red Chilli Pepper,warm spicy,0.918,2.6725
Red Chilli Pepper,woody,0.7869,1.2749
Red Chilli Pepper,fresh spicy,0.5738,1.6014
Red Currant,fruity,0.9314,2.843
Red Currant,sweet,0.7787,1.6946
Red Currant,fresh,0.7033,2.7714
Red Currant,floral,0.5729,1.6224
Red Currant,soft spicy,0.5575,5.3836
Red Fruits,fruity,0.8235,2.5137
Red Fruits,sweet,0.7615,1.6571
Red Fruits,powdery,0.5412,1.1354
Red Fruits,woody,0.5305,0.8594
Red Mandarin,woody,0.7534,1.2206
Red Mandarin,amber,0.5068,1.4704
Red Mandarin,citrus,0.5068,1.1151
Red Peony,floral,0.9577,2.7123
Red Peony,fresh,0.9014,3.5523
Red Peony,woody,0.6338,1.0268
Red Peony,fruity,0.5775,1.7626
Red Peony,rose,0.507,2.6113
Red Pepper,warm spicy,0.875,2.5472
Red Pepper,woody,0.6908,1.1192
Red Pepper,aromatic,0.5724,1.3829
Red Poppy,floral,0.902,2.5543
Red Poppy,sweet,0.8235,1.7921
Red Poppy,powdery,0.6078,1.2752
Red Poppy,fresh spicy,0.5098,1.4228
Red Rose,rose,0.7109,3.6614
Red Rose,floral,0.582,1.6483
Red Rose,woody,0.5781,0.9366
Red Rose,sweet,0.543,1.1816
Red Thyme,aromatic,0.939,2.2687
Red Thyme,fresh spicy,0.8049,2.2464
Red Thyme,woody,0.7927,1.2842
Red Thyme,citrus,0.5732,1.261
Red Wine,wine,0.7608,425.2978
Red Wine,woody,0.7176,1.1627
Red Wine,sweet,0.6549,1.4252
Red Wine,fruity,0.5373,1.6399
Resin,amber,0.8459,2.4539
Resin,woody,0.8021,1.2995
Resin,balsamic,0.5394,3.9183
Resins,amber,0.8583,2.4899
Resins,woody,0.8063,1.3063
Resins,balsamic,0.5739,4.1689
Resins,warm spicy,0.5127,1.4927
Rhododendron,floral,0.8095,2.2925
Rhododendron,woody,0.6667,1.0801
Rhododendron,sweet,0.6032,1.3126
Rhododendron,aromatic,0.5238,1.2655
Rhubarb,fruity,0.7061,2.1551
Rhubarb,aromatic,0.7046,1.7024
Rhubarb,green,0.6628,2.9389
Rhubarb,woody,0.6124,0.9922
Rhubarb,sweet,0.5483,1.1931
Rhuburb,aromatic,0.8041,1.9428
Rhuburb,green,0.7938,3.5197
Rhuburb,fruity,0.7835,2.3916
Rhuburb,woody,0.6598,1.0689
Rhuburb,sweet,0.5876,1.2788
Rice,sweet,0.7305,1.5896
Rice,powdery,0.6146,1.2893
Rice,savory,0.5256,106.0295
Roasted Coffee Beans,warm spicy,0.8571,2.4953
Roasted Coffee Beans,coffee,0.7714,56.0741
Roasted Coffee Beans,sweet,0.6381,1.3886
Roasted Coffee Beans,woody,0.5333,0.8641
Rock rose,woody,0.7097,1.1498
Rock rose,amber,0.6371,1.8482
Rock rose,aromatic,0.6048,1.4613
Rock rose,warm spicy,0.5403,1.573
Rose,woody,0.6382,1.034
Rose,rose,0.6233,3.21
Rose,powdery,0.5302,1.1123
Rose,floral,0.5099,1.444
Rose Geranium,aromatic,0.8081,1.9525
Rose Geranium,fresh spicy,0.7965,2.223
Rose Geranium,woody,0.6744,1.0926
Rose Geranium,citrus,0.6047,1.3302
Rose Geranium,warm spicy,0.5058,1.4725
Rose Hip,rose,0.7481,3.8527
Rose Hip,fruity,0.6412,1.9573
Rose Hip,floral,0.6183,1.7511
Rose Hip,woody,0.5267,0.8533
Rose Oil,woody,0.6891,1.1165
Rose Oil,rose,0.6816,3.5106
Rose Oil,floral,0.5169,1.4637
Rose Petals,rose,0.7944,4.0912
Rose Petals,floral,0.6098,1.727
Rose Petals,woody,0.5678,0.9198
Rose Petals,powdery,0.5491,1.1519
Rose Water,rose,0.7711,3.9712
Rose Water,floral,0.6667,1.888
Rose Water,woody,0.5341,0.8654
Rose Water,sweet,0.5141,1.1187
Rose de Mai,woody,0.6667,1.0801
Rose de Mai,rose,0.6188,3.1866
Rose de Mai,floral,0.5521,1.5635
Rosemary,aromatic,0.9426,2.2774
Rosemary,fresh spicy,0.8856,2.4715
Rosemary,woody,0.8849,1.4337
Rosemary,citrus,0.6639,1.4605
Rum,woody,0.8057,1.3053
Rum,sweet,0.7418,1.6142
Rum,warm spicy,0.6733,1.96
Rum,rum,0.5713,64.6393
Russian Leather,leather,0.7717,9.4195
Russian Leather,woody,0.7609,1.2327
Russian Leather,animalic,0.5652,4.0878
Russian Leather,warm spicy,0.5,1.4556
Russian Leather,amber,0.5,1.4505
Saffron,warm spicy,0.8814,2.566
Saffron,woody,0.7219,1.1696
Saffron,amber,0.572,1.6594
Sage,aromatic,0.9218,2.2271
Sage,woody,0.7722,1.2511
Sage,fresh spicy,0.6323,1.7647
Sage,citrus,0.5595,1.2309
Sage,herbal,0.5354,8.2069
Salt,salty,0.7188,37.6341
Salt,woody,0.6092,0.9869
Salted Caramel,sweet,0.806,1.7539
Salted Caramel,vanilla,0.7463,2.8487
Salted Caramel,woody,0.5821,0.9431
Salted Caramel,powdery,0.5522,1.1586
Sand,sand,0.7072,433.9803
Sand,woody,0.5493,0.89
Sandal,woody,0.8037,1.3021
Sandal,powdery,0.6582,1.3809
Sandal,warm spicy,0.5081,1.4791
Sandalowood,woody,0.8625,1.3974
Sandalowood,powdery,0.7087,1.4868
Sandalowood,citrus,0.527,1.1594
Sandalwood,woody,0.8574,1.389
Sandalwood,powdery,0.6956,1.4592
Sea Notes,aromatic,0.9148,2.2102
Sea Notes,marine,0.8314,25.356
Sea Notes,woody,0.6257,1.0138
Sea Notes,citrus,0.6042,1.3293
Sea Salt,salty,0.7826,40.972
Sea Salt,aromatic,0.5624,1.3588
Sea Salt,woody,0.54,0.8748
Sea Salt,marine,0.533,16.2537
Sea Salt,citrus,0.5119,1.1262
Sea water,aromatic,0.9265,2.2385
Sea water,marine,0.8701,26.5348
Sea water,woody,0.6076,0.9844
Sea water,citrus,0.5144,1.1317
Seaweed,aromatic,0.8385,2.0259
Seaweed,marine,0.7644,23.3133
Seaweed,woody,0.643,1.0417
Seaweed,aquatic,0.6133,9.1205
Seaweed,citrus,0.5052,1.1114
Sequoia,woody,0.9577,1.5517
Sequoia,warm spicy,0.7324,2.1321
Sequoia,fresh spicy,0.7183,2.0048
Sequoia,aromatic,0.7183,1.7355
Sesame,woody,0.6864,1.112
Sesame,aromatic,0.645,1.5583
Sesame,sweet,0.6272,1.3649
Sesame,powdery,0.5148,1.08
Shiso,aromatic,0.9259,2.2371
Shiso,green,0.8296,3.6785
Shiso,fresh spicy,0.8074,2.2534
Shiso,woody,0.6815,1.1041
Shiso,citrus,0.5704,1.2548
Siam,amber,0.7931,2.3008
Siam,woody,0.6379,1.0335
Siam,warm spicy,0.6207,1.8069
Siam Benzoin,amber,0.8076,2.3428
Siam Benzoin,woody,0.6888,1.116
Siam Benzoin,warm spicy,0.6627,1.9292
Siberian Pine,woody,0.9844,1.5948
Siberian Pine,aromatic,0.9531,2.3028
Siberian Pine,fresh spicy,0.6875,1.9188
Siberian Pine,conifer,0.5156,37.2136
Sichuan Pepper,fresh spicy,0.9097,2.539
Sichuan Pepper,woody,0.7256,1.1756
Sichuan Pepper,citrus,0.6949,1.5289
Sichuan Pepper,aromatic,0.6498,1.57
Sichuan Pepper,amber,0.5217,1.5133
Sicilian Bergamot,citrus,0.7646,1.682
Sicilian Bergamot,woody,0.7621,1.2348
Sicilian Bergamot,aromatic,0.5971,1.4426
Sicilian Bergamot,fresh spicy,0.5752,1.6055
Sicilian Lemon,citrus,0.8843,1.9453
Sicilian Lemon,aromatic,0.6678,1.6135
Sicilian Lemon,woody,0.6644,1.0763
Sicilian Lemon,fresh spicy,0.5255,1.4665
Sicilian Mandarin,citrus,0.868,1.9096
Sicilian Mandarin,woody,0.7259,1.176
Sicilian Orange,citrus,0.894,1.9668
Sicilian Orange,fresh spicy,0.7097,1.9807
Sicilian Orange,sweet,0.659,1.4341
Sicilian Orange,amber,0.5853,1.6978
Silk,musky,0.6506,2.0857
Silk,sweet,0.5663,1.2323
Silk,powdery,0.5542,1.1627
Silk,woody,0.5542,0.8979
Singapore Patchouli,woody,0.8519,1.3801
Singapore Patchouli,citrus,0.5556,1.2222
Singapore Patchouli,sweet,0.5,1.0881
Skin,powdery,0.6681,1.4016
Skin,musky,0.6553,2.1008
Skin,sweet,0.5149,1.1205
Smoke,smoky,0.8554,15.2358
Smoke,woody,0.835,1.3528
Snow,fresh,0.951,3.7476
Snow,ozonic,0.5882,13.4336
Snow,woody,0.549,0.8895
Snowdrops,floral,0.8814,2.496
Snowdrops,fresh,0.8136,3.2061
Snowdrops,green,0.6271,2.7806
Soap,soapy,0.8256,63.325
Soap,powdery,0.5116,1.0734
Soap,musky,0.5,1.6029
Soil Tincture,earthy,0.9283,6.4292
Soil Tincture,woody,0.7331,1.1877
Solar Notes,sweet,0.5579,1.2141
Sorbet,sweet,0.931,2.0261
Sorbet,fruity,0.8793,2.684
Sorbet,citrus,0.569,1.2517
Sorbet,woody,0.5172,0.838
Sour Cherry,sweet,0.9522,2.0721
Sour Cherry,cherry,0.7769,56.8472
Sour Cherry,fruity,0.7331,2.2376
Sour Cherry,woody,0.5737,0.9295
Spanish Labdanum,woody,0.8286,1.3424
Spanish Labdanum,amber,0.8214,2.3829
Spanish Labdanum,warm spicy,0.5786,1.6843
Spanish Labdanum,aromatic,0.5071,1.2253
Spearmint,green,0.8904,3.948
Spearmint,fresh spicy,0.7808,2.1792
Spearmint,aromatic,0.726,1.7541
Spearmint,woody,0.6575,1.0653
Spearmint,fresh,0.6096,2.4023
Spices,warm spicy,0.8471,2.466
Spices,woody,0.6921,1.1213
Spicy Notes,warm spicy,0.8482,2.4691
Spicy Notes,woody,0.6733,1.0908
Spruce,woody,0.9646,1.5628
Spruce,aromatic,0.9469,2.2877
Spruce,green,0.708,3.139
Spruce,fresh spicy,0.5752,1.6054
Spun Sugar,sweet,0.9536,2.0753
Spun Sugar,caramel,0.5828,19.1832
Spun Sugar,powdery,0.5497,1.1532
Star Anise,soft spicy,0.6734,6.5038
Star Anise,anis,0.5982,55.6533
Star Anise,woody,0.5951,0.9642
Star Anise,powdery,0.5849,1.2272
Star Jasmine,white floral,0.7931,2.6492
Star Jasmine,sweet,0.6466,1.407
Star Jasmine,floral,0.5776,1.6357
Star Jasmine,fruity,0.5345,1.6314
Star Jasmine,powdery,0.5172,1.0851
Stone,woody,0.7143,1.1572
Stone,aromatic,0.5844,1.412
Strawberry,sweet,0.9313,2.0267
Strawberry,fruity,0.9101,2.778
Strawberry,powdery,0.5672,1.1899
Strawberry Leaf,sweet,0.82,1.7845
Strawberry Leaf,fruity,0.78,2.3809
Strawberry Leaf,powdery,0.6,1.2588
Strawberry Leaf,green,0.58,2.5716
Strawberry Leaf,citrus,0.5,1.1
Styrax,amber,0.8174,2.3713
Styrax,woody,0.7979,1.2927
Styrax,warm spicy,0.5652,1.6453
Suede,woody,0.6509,1.0545
Suede,leather,0.6347,7.7473
Suede,powdery,0.6226,1.3062
Suede,musky,0.5926,1.8998
Sugar,sweet,0.958,2.0847
Sugar,vanilla,0.7732,2.9513
Sugar,powdery,0.5611,1.1772
Sugar Cane,sweet,0.959,2.0869
Sugar Cane,vanilla,0.7129,2.7214
Sunflower,floral,0.8317,2.3553
Sunflower,sweet,0.7822,1.7021
Sunflower,citrus,0.5842,1.2851
Sunflower,woody,0.5842,0.9464
Sunflower,powdery,0.5743,1.2048
Sweet Almond,sweet,0.9,1.9585
Sweet Almond,almond,0.82,31.4667
Sweet Almond,fruity,0.73,2.2282
Sweet Almond,nutty,0.59,21.5083
Sweet Almond,vanilla,0.55,2.0995
Sweet Notes,sweet,0.9391,2.0437
Sweet Notes,fruity,0.5781,1.7647
Sweet Notes,powdery,0.528,1.1076
Sweet Orange,citrus,0.8515,1.8733
Sweet Orange,sweet,0.6621,1.4409
Sweet Orange,woody,0.6349,1.0286
Sweet Pea,floral,0.9591,2.7162
Sweet Pea,sweet,0.8625,1.8768
Sweet Pea,fruity,0.5502,1.6794
Sweet Pea,powdery,0.5316,1.1153
Synthetic Civet,powdery,0.8551,1.7939
Synthetic Civet,musky,0.7246,2.323
Synthetic Civet,animalic,0.6377,4.6118
Synthetic Civet,floral,0.5652,1.6007
Synthetic Civet,amber,0.5217,1.5135
Syringa,white floral,0.8627,2.8818
Syringa,sweet,0.6667,1.4508
Syringa,woody,0.6373,1.0324
Syringa,floral,0.549,1.5548
Syringa,citrus,0.5392,1.1863
Syrup,sweet,0.9398,2.0453
Syrup,woody,0.5414,0.8771
Syrup,vanilla,0.5338,2.0378
Tahitian Vanilla,vanilla,0.8251,3.1496
Tahitian Vanilla,sweet,0.7681,1.6714
Tahitian Vanilla,powdery,0.6882,1.4438
Tahitian Vanilla,woody,0.5057,0.8193
Tahitian Vetiver,aromatic,0.9306,2.2483
Tahitian Vetiver,woody,0.9306,1.5076
Tahitian Vetiver,citrus,0.6667,1.4666
Tahitian Vetiver,fresh spicy,0.6389,1.7831
Taif Rose,rose,0.8594,4.426
Taif Rose,powdery,0.7166,1.5033
Taif Rose,woody,0.576,0.9331
Taif Rose,amber,0.5125,1.4867
Taif Rose,floral,0.5011,1.4192
Talc,powdery,0.9375,1.9668
Talc,sweet,0.5469,1.1901
Talc,floral,0.5,1.416
Tamarind,woody,0.6893,1.1168
Tamarind,warm spicy,0.5631,1.6393
Tamarind,sweet,0.534,1.162
Tamarind,powdery,0.5243,1.0999
Tangerine,citrus,0.8441,1.857
Tangerine,sweet,0.6503,1.4151
Tangerine,woody,0.6297,1.0201
Tangerine,fruity,0.5074,1.5488
Tarragon,aromatic,0.9127,2.2052
Tarragon,woody,0.7766,1.2582
Tarragon,fresh spicy,0.6139,1.7134
Tarragon,citrus,0.5725,1.2595
Tea,green,0.7222,3.2019
Tea,woody,0.6013,0.9741
Tea,citrus,0.5797,1.2754
Tea,fresh,0.5095,2.0078
Tea,aromatic,0.5095,1.231
Tea,fresh spicy,0.5076,1.4167
Tea Leaf,green,0.7453,3.3045
Tea Leaf,woody,0.6698,1.0852
Tea Leaf,fresh,0.6132,2.4165
Tea Leaf,citrus,0.5849,1.2868
Tea Leaf,aromatic,0.5472,1.322
Tea Leaf,fresh spicy,0.5377,1.5008
Tea Rose,rose,0.7514,3.8697
Tea Rose,floral,0.7293,2.0653
Tea Rose,woody,0.5801,0.9399
Teak Wood,woody,0.8697,1.4089
Teak Wood,aromatic,0.5438,1.3138
Teak Wood,citrus,0.5377,1.1829
Texas Cedar,woody,0.8915,1.4444
Texas Cedar,aromatic,0.6226,1.5043
Texas Cedar,powdery,0.5189,1.0886
Thailand Oud,animalic,0.8341,6.0327
Thailand Oud,oud,0.7659,12.1763
Thailand Oud,woody,0.6634,1.0748
Thailand Oud,warm spicy,0.5317,1.5479
Thyme,aromatic,0.9075,2.1925
Thyme,fresh spicy,0.7826,2.1843
Thyme,woody,0.7738,1.2536
Thyme,citrus,0.5,1.1
Tiare,white floral,0.8411,2.8096
Tiare,sweet,0.7664,1.6677
Tiare,powdery,0.5234,1.098
Tiare,fruity,0.514,1.569
Tiare,woody,0.5047,0.8176
Tiare Flower,white floral,0.9082,3.0336
Tiare Flower,sweet,0.8526,1.8553
Tiare Flower,fruity,0.6259,1.9104
Tiare Flower,powdery,0.5007,1.0504
Timur,fresh spicy,0.8879,2.4782
Timur,woody,0.8534,1.3827
Timur,aromatic,0.6897,1.6662
Timur,citrus,0.6034,1.3276
Tincture of Rose,rose,0.6468,3.3309
Tincture of Rose,floral,0.602,1.7048
Tincture of Rose,woody,0.5871,0.9511
Tincture of Rose,citrus,0.5672,1.2477
Tincture of Rose,powdery,0.5124,1.0751
Tobacco,sweet,0.7271,1.5824
Tobacco,woody,0.6964,1.1282
Tobacco,tobacco,0.6956,20.99
Tobacco,warm spicy,0.5591,1.6278
Tobacco Blossom,white floral,0.6517,2.1768
Tobacco Blossom,woody,0.6461,1.0467
Tobacco Blossom,sweet,0.6124,1.3326
Tobacco Blossom,warm spicy,0.5787,1.6845
Tobacco Blossom,vanilla,0.5,1.9086
Tobacco Leaf,sweet,0.8202,1.785
Tobacco Leaf,tobacco,0.7955,24.0037
Tobacco Leaf,woody,0.6901,1.118
Tobacco Leaf,warm spicy,0.562,1.636
Toffee,sweet,0.9439,2.054
Toffee,powdery,0.631,1.3238
Toffee,vanilla,0.5668,2.1638
Toffee,woody,0.5134,0.8317
Tolu Balsam,amber,0.8693,2.5219
Tolu Balsam,powdery,0.7597,1.5938
Tolu Balsam,warm spicy,0.7409,2.1568
Tolu Balsam,sweet,0.66,1.4363
Tolu Balsam,woody,0.6257,1.0137
Tomato,green,0.95,4.2122
Tomato,aromatic,0.9167,2.2147
Tomato,fresh spicy,0.8333,2.3258
Tomato Leaf,aromatic,0.9249,2.2346
Tomato Leaf,green,0.8362,3.7075
Tomato Leaf,fresh spicy,0.8362,2.3337
Tomato Leaf,woody,0.6621,1.0727
Tonka,sweet,0.7087,1.5423
Tonka,vanilla,0.621,2.3704
Tonka,woody,0.621,1.0061
Tonka,amber,0.5949,1.7259
Tonka,warm spicy,0.5188,1.5104
Tonka Bean,sweet,0.656,1.4275
Tonka Bean,woody,0.6536,1.0589
Tonka Bean,vanilla,0.614,2.3439
Tonka Bean,amber,0.5565,1.6143
Tonka Bean,aromatic,0.5443,1.315
Tropical Fruit,fruity,0.8611,2.6284
Tropical Fruit,tropical,0.8194,16.6016
Tropical Fruit,sweet,0.75,1.6321
Tropical Fruit,powdery,0.5694,1.1947
Tropical Fruit,fresh,0.5417,2.1346
Tropical Fruits,fruity,0.8736,2.6666
Tropical Fruits,tropical,0.8077,16.3635
Tropical Fruits,sweet,0.7555,1.6441
Tropical Fruits,fresh,0.6236,2.4576
Truffle,earthy,0.8343,5.7779
Truffle,woody,0.7072,1.1457
Truffle,warm spicy,0.6133,1.7853
Truffle,sweet,0.5414,1.1783
Tuberose,white floral,0.8267,2.7613
Tuberose,tuberose,0.6258,21.0022
Tuberose,woody,0.5801,0.9398
Tuberose,sweet,0.5066,1.1025
Tulip,floral,0.8549,2.4211
Tulip,green,0.6062,2.6879
Tulip,woody,0.5181,0.8394
Tunisian Neroli,citrus,0.8296,1.8251
Tunisian Neroli,woody,0.7085,1.1479
Tunisian Neroli,fresh spicy,0.6099,1.7021
Tunisian Neroli,white floral,0.5426,1.8124
Tunisian Neroli,aromatic,0.5247,1.2676
Tunisian Neroli,green,0.5112,2.2666
Tunisian Orange Blossom,white floral,0.8784,2.934
Tunisian Orange Blossom,citrus,0.8716,1.9175
Tunisian Orange Blossom,sweet,0.6824,1.4851
Tunisian Orange Blossom,woody,0.6014,0.9743
Turkish Rose,rose,0.6819,3.5121
Turkish Rose,woody,0.6637,1.0753
Turkish Rose Oil,rose,0.629,3.2396
Turkish Rose Oil,woody,0.6129,0.993
Turkish Rose Oil,floral,0.5968,1.69
Turkish Rose Oil,powdery,0.5,1.049
Turmeric,warm spicy,0.9036,2.6304
Turmeric,woody,0.7411,1.2007
Turmeric,fresh spicy,0.5888,1.6434
Turmeric,aromatic,0.5076,1.2264
Tuscan Iris,powdery,0.8639,1.8125
Tuscan Iris,woody,0.7211,1.1683
Tuscan Iris,iris,0.6667,11.8042
Vanila,vanilla,0.7263,2.7725
Vanila,sweet,0.6763,1.4718
Vanila,woody,0.6526,1.0573
Vanila,powdery,0.6316,1.325
Vanilla,vanilla,0.7098,2.7096
Vanilla,sweet,0.6487,1.4116
Vanilla,powdery,0.647,1.3574
Vanilla,woody,0.5886,0.9536
Vanilla Absolute,vanilla,0.7806,2.9798
Vanilla Absolute,sweet,0.7381,1.6062
Vanilla Absolute,powdery,0.6361,1.3344
Vanilla Absolute,woody,0.6003,0.9726
Vanilla Bean,vanilla,0.823,3.1417
Vanilla Bean,sweet,0.7804,1.6982
Vanilla Bean,powdery,0.6461,1.3554
Vanilla Flower,vanilla,0.8,3.0538
Vanilla Flower,sweet,0.7419,1.6146
Vanilla Flower,powdery,0.7419,1.5565
Vanilla Flower,woody,0.5935,0.9616
Vanilla Orchid,sweet,0.9073,1.9743
Vanilla Orchid,floral,0.8065,2.2838
Vanilla Orchid,powdery,0.7238,1.5185
Vanilla Orchid,woody,0.5161,0.8362
Vanilla Pod,vanilla,0.8229,3.1412
Vanilla Pod,sweet,0.75,1.6321
Vanilla Pod,powdery,0.75,1.5735
Vanilla Pod,woody,0.5521,0.8944
Vanilla Sugar,sweet,0.9195,2.0011
Vanilla Sugar,powdery,0.8506,1.7845
Vanilla Sugar,vanilla,0.8276,3.1591
Vanille,vanilla,0.7196,2.747
Vanille,powdery,0.7019,1.4726
Vanille,sweet,0.6655,1.4483
Vanille,woody,0.5839,0.9459
Vanillin,woody,0.6667,1.0801
Vanillin,sweet,0.5556,1.209
Vanillin,amber,0.5238,1.5196
Velvet,musky,0.8859,2.8399
Velvet,powdery,0.875,1.8357
Verbena,citrus,0.9089,1.9995
Verbena,aromatic,0.877,2.1188
Verbena,fresh spicy,0.7016,1.9581
Verbena,woody,0.6424,1.0407
Vetiver,woody,0.8767,1.4203
Vetiver,aromatic,0.7963,1.9238
Vetiver,citrus,0.5488,1.2074
Vetiver,fresh spicy,0.5201,1.4517
Vetiver Root,aromatic,0.9057,2.1881
Vetiver Root,woody,0.8302,1.345
Vetiver Root,fresh spicy,0.6226,1.7377
Vetiver Root,green,0.5283,2.3424
Vetiver Root,citrus,0.5283,1.1622
Vetyver,woody,0.8729,1.4141
Vetyver,aromatic,0.7579,1.8312
Vetyver,citrus,0.5379,1.1834
Vine,green,0.8868,3.9319
Vine,aromatic,0.7736,1.869
Vine,woody,0.6604,1.0699
Violet,powdery,0.8647,1.8142
Violet,woody,0.6833,1.107
Violet,violet,0.5851,10.1386
Violet,floral,0.5311,1.504
Violet Leaf,woody,0.6981,1.1311
Violet Leaf,ozonic,0.5756,13.146
Violet Leaf,aromatic,0.5132,1.2398
Violet Leaves,woody,0.6797,1.1011
Violet Leaves,ozonic,0.5559,12.6959
