표현,accord,해당군 수,해당군 비율,전체 비율,배수,배수 CI하한,순환,신호
차가운,coconut,115,0.028678304239401497,0.03585528966239626,0.7998346829555325,0.6557595834359453,False,False
차가운,aldehydic,91,0.022693266832917707,0.028764805414551606,0.7889247469561391,0.6286790413292201,False,False
차가운,iris,231,0.057605985037406486,0.07356377407138828,0.7830754439203197,0.6850429736341468,False,False
차가운,lavender,191,0.04763092269326683,0.06147772137619854,0.774767210414331,0.6675379617698721,False,False
차가운,herbal,165,0.04114713216957606,0.05382322133591169,0.7644866128092941,0.6502619276315397,False,False
차가운,white floral,848,0.2114713216957606,0.27693175408911447,0.7636225119482354,0.7179825141462526,False,False
차가운,tuberose,118,0.02942643391521197,0.03923938441704939,0.7499208856708333,0.6166164053129989,False,False
차가운,green,646,0.16109725685785536,0.21577632745145436,0.7465937471481863,0.6938610520728812,False,False
차가운,marine,87,0.02169576059850374,0.03255176859237773,0.6665002098713612,0.5279734413639445,False,False
차가운,yellow floral,142,0.03541147132169576,0.05599871082104585,0.6323622598180807,0.5302097860050321,False,False
차가운,salty,51,0.012718204488778055,0.022238336959149143,0.5719044779355957,0.41594382493176063,False,False
촉촉한,aquatic,78,0.21195652173913043,0.06429780033840947,3.2964816933638446,2.6470484316615734,False,True
촉촉한,ozonic,47,0.12771739130434784,0.04463782128756748,2.8611923167477635,2.0972108919542625,False,True
촉촉한,rose,136,0.3695652173913043,0.16380630086213843,2.256111122992365,1.955041327923851,False,True
촉촉한,green,168,0.45652173913043476,0.21577632745145436,2.1157174400103904,1.8798596716686145,False,True
촉촉한,fresh,171,0.46467391304347827,0.24027072758037224,1.9339597366809553,1.7218724440966453,False,True
촉촉한,floral,236,0.6413043478260869,0.3336556280718717,1.922054639186082,1.7751860728365871,False,True
촉촉한,violet,31,0.08423913043478261,0.05575698976714205,1.510826369690877,1.0018696861138505,False,True
촉촉한,yellow floral,30,0.08152173913043478,0.05599871082104585,1.4557788551767281,0.9565205571670989,False,False
촉촉한,white floral,142,0.3858695652173913,0.27693175408911447,1.3933742141149386,1.2137727062194212,False,False
촉촉한,tropical,30,0.08152173913043478,0.06147772137619854,1.3260370961308336,0.8712736398835305,False,False
촉촉한,musky,153,0.4157608695652174,0.31931351220691323,1.302045963203107,1.144345854752573,False,False
촉촉한,soft spicy,45,0.12228260869565218,0.10289259527838208,1.188449065404651,0.8631313305133699,False,False
촉촉한,citrus,172,0.4673913043478261,0.41447103376037386,1.1276814693353168,1.004687896306966,False,False
촉촉한,fruity,147,0.39945652173913043,0.3645153492869229,1.0958565188559566,0.9585714433457387,False,False
촉촉한,animalic,47,0.12771739130434784,0.11868503746676336,1.0761035597272648,0.7887677081756017,False,False
촉촉한,aromatic,140,0.3804347826086957,0.4123761179598743,0.9225431979203834,0.8022552049234233,False,False
촉촉한,powdery,172,0.4673913043478261,0.5068890500362582,0.9220781240281147,0.8215092256561809,False,False
촉촉한,fresh spicy,113,0.3070652173913043,0.34533881234388847,0.8891708849844793,0.7526974055347766,False,False
촉촉한,woody,202,0.5489130434782609,0.6622351140117637,0.8288793992710423,0.7521075738129509,False,False
촉촉한,sweet,155,0.421195652173913,0.5450809765530578,0.7727212474693916,0.6801707049590789,False,False
촉촉한,earthy,37,0.10054347826086957,0.13802272177906696,0.7284559887306784,0.5058439664599105,False,False
촉촉한,warm spicy,62,0.16847826086956522,0.3775682861977278,0.4462193119189445,0.3449342512222783,False,False
촉촉한,vanilla,57,0.15489130434782608,0.3528321650149061,0.438994285969598,0.33422504534595515,False,False
촉촉한,amber,56,0.15217391304347827,0.3727338651196519,0.4082642530874641,0.3098049401141781,False,False
휴양지,coconut,250,0.20644095788604458,0.03585528966239626,5.757615119828538,5.121818346633925,False,True
휴양지,tropical,427,0.35260115606936415,0.06147772137619854,5.7354298138622255,5.297712159606497,True,False
휴양지,salty,112,0.09248554913294797,0.022238336959149143,4.158833877858758,3.425088450563982,False,True
휴양지,marine,121,0.09991742361684558,0.03255176859237773,3.0694929319521544,2.550607830343407,False,True
휴양지,lactonic,183,0.15111478117258464,0.0728386109096769,2.074652156120518,1.7977028355939595,False,True
휴양지,yellow floral,139,0.1147811725846408,0.05599871082104585,2.0497109826589597,1.7291086923918055,False,True
