system,short,population,family,family_ko,fragrantica_id,brand,name,top1,family_mass_ratio
S7_A,7-A,global1000,GREEN,그린·아로마틱,7344,O Boticário,Thaty,0.5815,1.0
S7_A,7-A,global1000,GREEN,그린·아로마틱,60,Guerlain,Aqua Allegoria Herba Fresca,0.5736,0.9044
S7_A,7-A,global1000,GREEN,그린·아로마틱,570,Hugo Boss,Hugo,0.5631,0.9055
S7_A,7-A,global1000,GREEN,그린·아로마틱,70424,Xerjoff,Torino21,0.5556,0.9597
S7_A,7-A,global1000,AQUATIC,아쿠아틱,395,Comme des Garcons,Odeur 53,0.5761,0.7555
S7_A,7-A,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.5728,0.883
S7_A,7-A,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S7_A,7-A,global1000,AQUATIC,아쿠아틱,73900,Issey Miyake,A Drop d'Issey Eau de Parfum Fraiche,0.528,0.8224
S7_A,7-A,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5194,0.949
S7_A,7-A,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.7531,1.0
S7_A,7-A,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.7317,1.0
S7_A,7-A,global1000,WOODY,우디,12134,Montale,Dark Aoud,0.6981,0.8604
S7_A,7-A,global1000,WOODY,우디,616,Chanel,Antaeus,0.6595,1.0
S7_A,7-A,global1000,WOODY,우디,12792,Новая Заря (The New Dawn),Mystere,0.6281,1.0
S7_A,7-A,global1000,AMBER,앰버·스파이시,3729,Pierre Guillaume Paris,Musc Maori 04,1.0,0.9085
S7_A,7-A,global1000,AMBER,앰버·스파이시,93628,Lattafa Perfumes,Eclaire,1.0,0.9363
S7_A,7-A,global1000,AMBER,앰버·스파이시,3606,Escentric Molecules,Molecule 02,1.0,1.0
S7_A,7-A,global1000,AMBER,앰버·스파이시,76824,Sabrina Carpenter,Sweet Tooth,1.0,0.8732
S7_A,7-A,global1000,AMBER,앰버·스파이시,4295,Nasomatto,Silver Musk,1.0,0.7143
