candidate_family_id,canonical_brand,normalized_fragrance_name,commercial_identity_count,has_hwahae_signal,best_hwahae_rank,commercial_identity_ids,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,family_priority_rrf
cf_0e17688f51de,Mercedes-Benz,LSA Sea 중,1,False,,ci_3243eee784b1,,339.0,,0.002506265664160401
cf_600354050690,라퐁프,모하비고스트,1,False,,ci_86a33bd30fbf,341.0,,,0.0024937655860349127
cf_9361fbfbe921,누다라,시그니처 틴타슈,1,False,,ci_6a8371b682cf,342.0,,,0.0024875621890547263
cf_74e56e836635,Memo Paris,셔우드,1,False,,ci_2a1ea63b0803,,342.0,,0.0024875621890547263
cf_47d48689c1c5,Kenzo,로 겐조 뿌르옴므,1,False,,ci_5521c25e1459,344.0,,,0.0024752475247524753
cf_0fa0b79016ed,Memo Paris,오드,1,False,,ci_9d076738d9c6,,344.0,,0.0024752475247524753
cf_f068316a3aac,Memo Paris,프렌치 레더,1,False,,ci_e400d6bf0dce,,345.0,,0.0024691358024691358
cf_1c70e5cd2d6c,Calvin Klein,씨케이원 에센스 인텐스100ml,1,False,,ci_3431d14236d3,347.0,,,0.002457002457002457
cf_24b0d73dac54,RboW,케이스 스터디 상탈 블루,1,False,,ci_40662b7794ec,,347.0,,0.002457002457002457
cf_74e835add973,Montblanc,익스플로러 익스트림,1,False,,ci_a88d01a37159,348.0,,,0.0024509803921568627
cf_750c84287a69,The Face Shop,소울 써니 블라썸,1,False,,ci_6ce2f66eb9fa,,348.0,,0.0024509803921568627
cf_df345bc3466f,The Face Shop,소울 릴리 드림,1,False,,ci_0955109a1d1c,,349.0,,0.0024449877750611247
cf_acd07e3e4339,The Face Shop,소울 퓨어 허그,1,False,,ci_5617243762de,,350.0,,0.0024390243902439024
